used,"x, 2theta (deg)",obs,calc,bkg,diff,diff/sigma,Axis-limits
1,20,25526.7,25589.04363,25589.04363,-2684.603631,-0.390206731,55.23181851
1,20.01,25580,25562.12668,25562.12668,-2604.386684,0.111751888,68.46923447
1,20.02,25646.7,25535.30639,25535.30639,-2510.866394,0.695575882,-11676.8928
1,20.03,25260,25508.58245,25508.58245,-2870.842452,-1.564061388,47452.97497
1,20.04,25610,25481.95455,25481.95455,-2494.214546,0.800127829, 
1,20.05,24986.7,25455.42237,25455.42237,-3090.982366,-2.965249395, 
1,20.06,25780,25428.9856,25428.9856,-2271.245603,2.186167696, 
1,20.07,25286.7,25402.64395,25402.64395,-2738.20395,-0.72912504, 
1,20.08,25436.7,25376.3971,25376.3971,-2561.957098,0.378101003, 
1,20.09,24590,25350.24474,25350.24474,-3382.504741,-4.848128921, 
1,20.1,25063.3,25324.18657,25324.18657,-2883.146572,-1.647906629, 
1,20.11,25306.7,25298.22229,25298.22229,-2613.782288,0.053291863, 
1,20.12,25006.7,25272.35158,25272.35158,-2887.911583,-1.679903041, 
1,20.13,25146.7,25246.57415,25246.57415,-2722.134154,-0.62981444, 
1,20.14,25183.3,25220.8897,25220.8897,-2659.849698,-0.236871342, 
1,20.15,24996.7,25195.29791,25195.29791,-2820.857914,-1.256126398, 
1,20.16,25076.7,25169.7985,25169.7985,-2715.358499,-0.587905449, 
1,20.17,24993.3,25144.39115,25144.39115,-2773.351153,-0.955712432, 
1,20.18,25086.7,25119.07558,25119.07558,-2654.635578,-0.204406998, 
1,20.19,25156.7,25093.85147,25093.85147,-2559.411473,0.396249081, 
1,20.2,25233.3,25068.71854,25068.71854,-2457.678541,1.036081413, 
1,20.21,24810,25043.67648,25043.67648,-2855.936484,-1.483548086, 
1,20.22,24610,25018.72501,25018.72501,-3030.985006,-2.605405959, 
1,20.23,25053.3,24993.86381,24993.86381,-2562.823811,0.375507388, 
1,20.24,25063.3,24969.0926,24969.0926,-2528.052603,0.595067012, 
1,20.25,25066.7,24944.41109,24944.41109,-2499.971089,0.772393293, 
1,20.26,25110,24919.81898,24919.81898,-2432.078975,1.200172929, 
