used,"x, 2theta (deg)",obs,calc,bkg,diff,diff/sigma,Axis-limits
1,20,25526.7,24917.259975310353,24878.35360227362,-2012.819975,3.8144650120445545,17
1,20.01,25580,24902.498197749825,24863.519226235385,-1944.758198,4.236041291003502,83.00000000000001
1,20.02,25646.7,24887.741508509218,24848.68972,-1863.301509,4.739169900086582,-16195.47627
1,20.03,25260,24872.98997079027,24833.86516958892,-2235.249971,2.435036898998051,138127.68934641345
1,20.04,25610,24858.24368,24819.045640874658,-1870.503677,4.697559618309012, 
1,20.05,24986.7,24843.502711516358,24804.231212642433,-2479.062712,0.9059001742408355, 
1,20.06,25780,24828.767136316746,24789.42196,-1671.027136,5.924413864128437, 
1,20.07,25286.7,24814.037025987058,24774.617957986466,-2149.597026,2.972388040013742, 
1,20.08,25436.7,24799.312454351355,24759.819280968994,-1984.872454,3.996439007387195, 
1,20.09,24590,24784.593517198315,24745.026003247505,-2816.853517,-1.240935199, 
1,20.1,25063.3,24769.880272313363,24730.238198753417,-2328.840272,1.8534043732957843, 
1,20.11,25306.7,24755.17278299299,24715.455941110737,-2070.732783,3.4669628712344345, 
1,20.12,25006.7,24740.471146100703,24700.67930363671,-2356.031146,1.6835535332954195, 
1,20.13,25146.7,24725.77542441262,24685.908359342633,-2201.335424,2.654384192315113, 
1,20.14,25183.3,24711.085701945456,24671.14318093448,-2150.045702,2.9756566167246814, 
1,20.15,24996.7,24696.40203442638,24656.383840813625,-2321.962034,1.8993764588383406, 
1,20.16,25076.7,24681.7245,24641.630411077545,-2227.284503,2.4942211771818865, 
1,20.17,24993.3,24667.053184883895,24626.882963520526,-2296.013185,2.0636425769206563, 
1,20.18,25086.7,24652.388151750536,24612.141569634354,-2187.948152,2.7420786613805905, 
1,20.19,25156.7,24637.729472811592,24597.406300609033,-2103.289473,3.272019318933532, 
1,20.2,25233.3,24623.077214759192,24582.677227333443,-2012.037215,3.841504924785161, 
1,20.21,24810,24608.431458546118,24567.95442039606,-2420.691459,1.2797035394517526, 
1,20.22,24610,24593.792276891563,24553.237950085688,-2606.052277,0.10331567127062459, 
1,20.23,25053.3,24579.159723172186,24538.527886392087,-2148.119723,2.995534870410528, 
1,20.24,25063.3,24564.533887932274,24523.824299006705,-2123.493888,3.1504878715766074, 
1,20.25,25066.7,24549.91482815165,24509.12725732335,-2105.474828,3.2640850191122746, 
1,20.26,25110,24535.30263028183,24494.436830438906,-2047.56263,3.626735247, 
1,20.27,25103.3,24520.697347187554,24479.75308715403,-2039.657347,3.677113622187397, 
1,20.28,24800,24506.099050399174,24465.07609597378,-2328.35905,1.8662728962390724, 
