used,"x, 2theta (deg)",obs,calc,bkg,diff,diff/sigma,Axis-limits
1,20,25526.7,25657.269258380384,25657.269258380384,-2752.829258,-0.817228681,17
1,20.01,25580,25629.239726789183,25629.239726789183,-2671.499727,-0.307868577,83.00000000000001
1,20.02,25646.7,25601.314988251008,25601.314988251008,-2576.874988,0.28339795128112727,-144649.2591
1,20.03,25260,25573.494697617632,25573.494697617632,-2935.754698,-1.97248417,180866.99910194465
1,20.04,25610,25545.77851,25545.77851,-2558.038511,0.40130593615465693, 
1,20.05,24986.7,25518.166083912416,25518.166083912416,-3153.726084,-3.362181108, 
1,20.06,25780,25490.657074978943,25490.657074978943,-2332.917075,1.8020689800862753, 
1,20.07,25286.7,25463.251142223475,25463.251142223475,-2798.811142,-1.110259387, 
1,20.08,25436.7,25435.947944922165,25435.947944922165,-2621.507945,0.004715408, 
1,20.09,24590,25408.747143230805,25408.747143230805,-3441.007143,-5.221202452, 
1,20.1,25063.3,25381.64839818316,25381.64839818316,-2940.608398,-2.010867906, 
1,20.11,25306.7,25354.651371689208,25354.651371689208,-2670.211372,-0.301427781, 
1,20.12,25006.7,25327.75572653336,25327.75572653336,-2943.315727,-2.030262666, 
1,20.13,25146.7,25300.961126372873,25300.961126372873,-2776.521126,-0.972783057, 
1,20.14,25183.3,25274.267235736024,25274.267235736024,-2713.227236,-0.573229693, 
1,20.15,24996.7,25247.673720020433,25247.673720020433,-2873.23372,-1.587401948, 
1,20.16,25076.7,25221.180245491363,25221.180245491363,-2766.740245,-0.912374794, 
1,20.17,24993.3,25194.786479279956,25194.786479279956,-2823.746479,-1.274483177, 
1,20.18,25086.7,25168.492089381598,25168.492089381598,-2704.052089,-0.516403925, 
1,20.19,25156.7,25142.296744654166,25142.296744654166,-2607.856745,0.090810031, 
1,20.2,25233.3,25116.200114816376,25116.200114816376,-2505.160115,0.7371730399204092, 
1,20.21,24810,25090.201870445944,25090.201870445944,-2902.46187,-1.778925039, 
1,20.22,24610,25064.30168297809,25064.30168297809,-3076.561683,-2.895933193, 
1,20.23,25053.3,25038.49922,25038.49922,-2607.459225,0.093508695, 
1,20.24,25063.3,25012.794168767694,25012.794168767694,-2571.754169,0.31902329547133895, 
1,20.25,25066.7,24987.186189167263,24987.186189167263,-2542.746189,0.5022199801580736, 
1,20.26,25110,24961.67496075031,24961.67496075031,-2473.934961,0.936032904, 
1,20.27,25103.3,24936.260159213645,24936.260159213645,-2455.220159,1.0542768232146216, 
1,20.28,24800,24910.94146110134,24910.94146110134,-2733.201461,-0.704478982, 
1,20.29,25163.3,24885.71854380309,24885.71854380309,-2344.678544,1.7498734911747438, 
1,20.3,24693.3,24860.591085552456,24860.591085552456,-2789.551086,-1.064592085, 
1,20.31,24666.7,24835.558765425267,24835.558765425267,-2791.118765,-1.075147585, 
1,20.32,24783.3,24810.62126333789,24810.62126333789,-2649.581263,-0.173548638, 
1,20.33,24563.3,24785.778260045627,24785.778260045627,-2844.73826,-1.419528849, 
1,20.34,24993.3,24761.02943714093,24761.02943714093,-2389.989437,1.4692049107382743, 
1,20.35,24766.7,24736.374477051853,24736.374477051853,-2591.934477,0.19269667770021626, 
1,20.36,25336.7,24711.813063040354,24711.813063040354,-1997.373063,3.9257841874274617, 
1,20.37,24806.7,24687.34487920059,24687.34487920059,-2502.904879,0.7578034173206907, 
1,20.38,24500,24662.969610457345,24662.969610457345,-2785.22961,-1.041174649, 
1,20.39,24920,24638.686942564233,24638.686942564233,-2340.946943,1.7820335323972603, 
1,20.4,24836.7,24614.496562102227,24614.496562102227,-2400.056562,1.409950377745911, 
